Predicted duration,1.5,,,
Predicted error,0.8,,,
Predicted start,08:37:31,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
343,[08:36:31.0301955],12875,667730,837774
344,[08:36:31.3806739],19157,664911,814866
345,[08:36:31.7311524],24917,684303,814567
346,[08:36:32.0816364],17141,664540,834911
347,[08:36:32.4321149],6811,676896,822252
348,[08:36:32.7825933],7814,677922,850972
349,[08:36:33.1330773],7082,675935,824341
350,[08:36:33.4835558],9779,642727,781698
351,[08:36:33.8340343],13184,654465,874915
352,[08:36:34.1845182],17578,672064,850315
353,[08:36:34.5349967],17962,687217,838575
354,[08:36:34.8854752],15683,707827,787522
355,[08:36:35.2359592],12405,688893,826697
356,[08:36:35.5864376],26981,659300,805246
357,[08:36:35.9369161],10808,652025,822482
358,[08:36:36.2874001],16717,641540,827100
359,[08:36:36.6378786],7876,712131,805717
360,[08:36:36.9883570],14090,663713,842562
361,[08:36:37.3388410],10890,669964,820291
362,[08:36:37.6893195],16442,677846,842100
363,[08:36:38.0398035],13581,672549,848168
364,[08:36:38.3902819],19317,692223,776483
365,[08:36:38.7407604],26552,693105,803587
366,[08:36:39.0912444],14595,654103,834610
367,[08:36:39.4417229],8382,704473,816897
368,[08:36:39.7922013],10760,672464,878085
369,[08:36:40.1426853],11424,680068,835889
370,[08:36:40.4931638],14864,650635,848270
371,[08:36:40.8436422],4989,689806,803135
372,[08:36:41.1941262],9092,668925,829355
373,[08:36:41.5446047],24382,695291,805933
374,[08:36:41.8950832],14307,634205,784214
375,[08:36:42.2455671],11893,692093,854980
376,[08:36:42.5960456],14763,670674,831244
377,[08:36:42.9465241],22185,649003,860080
378,[08:36:43.2970081],15722,661694,800056
379,[08:36:43.6474865],18743,633459,811230
380,[08:36:43.9979650],19844,682160,820993
381,[08:36:44.3484490],22862,676493,869058
382,[08:36:44.6989274],20641,662452,845670
383,[08:36:45.0494114],12186,679865,828500
384,[08:36:45.3998899],16390,707062,803271
385,[08:36:45.7503683],22457,695619,830175
386,[08:36:46.1008523],23450,689825,838694
387,[08:36:46.4513308],13425,697179,794305
388,[08:36:46.8018093],21552,735650,804210
389,[08:36:47.1522932],24272,662431,821664
390,[08:36:47.5027717],23536,694779,838276
391,[08:36:47.8532502],13147,645190,824737
392,[08:36:48.2037342],17146,683292,816189
393,[08:36:48.5542126],19799,669914,860778
394,[08:36:48.9046911],12667,658454,812261
395,[08:36:49.2551751],11877,686997,776964
396,[08:36:49.6056535],6707,686685,840547
397,[08:36:49.9561320],10383,704711,806136
398,[08:36:50.3066160],10564,652711,814084
399,[08:36:50.6570945],19790,707883,805282
400,[08:36:51.0075784],12475,679811,840125
401,[08:36:51.3580569],11817,691717,793284
402,[08:36:51.7085354],15282,686986,825935
403,[08:36:52.0590193],14135,687980,873326
404,[08:36:52.4094978],23277,666297,813754
405,[08:36:52.7599763],13723,681096,823868
406,[08:36:53.1104603],19923,659239,819824
407,[08:36:53.4609387],23253,681385,819798
408,[08:36:53.8114172],13260,681864,836968
409,[08:36:54.1619012],11034,622538,843015
410,[08:36:54.5123796],14891,673176,810898
411,[08:36:54.8628581],10753,695330,803761
412,[08:36:55.2133421],10737,679676,825933
413,[08:36:55.5638206],20443,657346,831371
414,[08:36:55.9142990],19940,671298,813893
415,[08:36:56.2647830],14794,668688,830002
416,[08:36:56.6152615],15400,680994,799049
417,[08:36:56.9657399],14952,651392,814441
418,[08:36:57.3162239],11684,683631,834716
419,[08:36:57.6667024],11026,664665,828317
420,[08:36:58.0171863],26160,662428,785338
421,[08:36:58.3676648],21139,689541,803388
422,[08:36:58.7181433],11787,663091,839986
423,[08:36:59.0686273],18839,683639,827563
424,[08:36:59.4191057],18099,698527,805116
425,[08:36:59.7695842],25714,699242,810004
426,[08:37:00.1200682],19094,712551,802520
427,[08:37:00.4705466],7053,627961,864026
428,[08:37:00.8210251],14679,657852,796978
429,[08:37:01.1715091],19605,678308,817786
430,[08:37:01.5219875],11539,675727,823423
431,[08:37:01.8724660],10324,700939,816795
432,[08:37:02.2229500],16600,656592,857289
433,[08:37:02.5734284],15133,667883,854611
434,[08:37:02.9239069],11110,653473,812910
435,[08:37:03.2743909],13961,676225,805564
436,[08:37:03.6248694],16711,665438,785202
437,[08:37:03.9753478],16018,703787,821176
438,[08:37:04.3258317],12780,690226,793157
439,[08:37:04.6763102],23349,645901,829624
440,[08:37:05.0267941],14714,689816,802804
441,[08:37:05.3772726],13305,673579,805531
442,[08:37:05.7277511],20232,644136,809780
443,[08:37:06.0782350],19401,664220,838940
444,[08:37:06.4287135],14701,693598,829802
445,[08:37:06.7791920],12502,667136,813912
446,[08:37:07.1296203],10888,692237,860077
447,[08:37:07.4800988],3857,696928,789831
448,[08:37:07.8305773],18205,683421,816920
449,[08:37:08.1811168],17936,672775,859003
450,[08:37:08.5315953],16310,676449,823991
451,[08:37:08.8820738],15856,634763,779794
452,[08:37:09.2325577],11730,653952,833404
453,[08:37:09.5830362],16747,667716,845972
454,[08:37:09.9335147],26549,637583,814749
455,[08:37:10.2839986],20546,688175,812529
456,[08:37:10.6344771],12205,651892,799451
457,[08:37:10.9849556],12780,675155,822185
458,[08:37:11.3354395],14626,676004,800390
459,[08:37:11.6859180],14560,649912,838294
460,[08:37:12.0364020],11565,687531,820500
461,[08:37:12.3868804],25161,688403,850142
462,[08:37:12.7373589],15528,677397,790688
463,[08:37:13.0878429],13343,643619,783464
464,[08:37:13.4383213],20177,681798,799560
465,[08:37:13.7887998],12999,643971,803884
466,[08:37:14.1392838],18099,655739,821764
467,[08:37:14.4897622],19174,681299,816355
468,[08:37:14.8402407],16953,659616,789124
469,[08:37:15.1907247],4148,669078,823606
470,[08:37:15.5412031],17472,636649,834162
471,[08:37:15.8916816],10779,655924,835308
472,[08:37:16.2421656],18820,672506,772140
473,[08:37:16.5926440],15982,689911,749331
474,[08:37:16.9431225],16080,654657,762962
475,[08:37:17.2936065],5114,710599,844035
476,[08:37:17.6440849],11798,694592,817902
477,[08:37:17.9945634],18562,660056,840354
478,[08:37:18.3450474],13546,689626,822923
479,[08:37:18.6955258],14493,720056,803204
480,[08:37:19.0460098],20264,648185,792059
481,[08:37:19.3964882],14216,674940,790679
482,[08:37:19.7469667],25393,696039,868190
483,[08:37:20.0974507],16064,666257,855714
484,[08:37:20.4479291],23955,668743,811822
485,[08:37:20.7984076],12335,682627,786616
486,[08:37:21.1488916],16603,692929,827445
487,[08:37:21.4993700],17248,660022,789789
488,[08:37:21.8498485],13861,696426,825285
489,[08:37:22.2003325],17753,668889,821422
490,[08:37:22.5508109],18133,693164,816058
491,[08:37:22.9012894],14608,673505,853856
492,[08:37:23.2517733],27177,670247,818429
493,[08:37:23.6022517],13158,655578,814025
494,[08:37:23.9527302],14164,668070,823141
495,[08:37:24.3032142],17269,672239,791255
496,[08:37:24.6536926],19018,663484,820177
497,[08:37:25.0041766],17585,654514,808147
498,[08:37:25.3546551],17869,655961,792833
499,[08:37:25.7051335],13528,660549,794571
500,[08:37:26.0556175],13766,682194,827553
501,[08:37:26.4060960],13368,685088,828584
502,[08:37:26.7565744],10432,646824,825441
503,[08:37:27.1070584],18025,647970,802183
504,[08:37:27.4575369],19181,648001,843736
505,[08:37:27.8080153],16140,678621,826412
506,[08:37:28.1584993],21653,673044,840446
507,[08:37:28.5089778],19815,665955,791169
508,[08:37:28.8594562],16044,692646,837185
509,[08:37:29.2099402],13313,704627,806528
510,[08:37:29.5604187],15475,670379,773637
511,[08:37:29.9108971],29113,681384,811675
512,[08:37:30.2613255],3832,663967,780879
513,[08:37:30.6118040],-6928,668635,787731
514,[08:37:30.9622824],-6753,703647,815661
515,[08:37:31.3128219],3669,650371,795656
516,[08:37:31.6633004],612,650550,805811
517,[08:37:32.0137843],16422,691201,849310
518,[08:37:32.3642628],19428,673277,803895
519,[08:37:32.7147412],12113,650546,852016
520,[08:37:33.0652252],19505,678929,789955
521,[08:37:33.4157037],23182,633692,803141
522,[08:37:33.7661821],18588,685181,797861
523,[08:37:34.1166661],12409,671011,824753
524,[08:37:34.4671446],17230,656780,797904
525,[08:37:34.8176230],21627,664782,856885
526,[08:37:35.1681070],11560,665650,807222
527,[08:37:35.5185855],12367,647928,886944
528,[08:37:35.8690639],21934,700815,809793
529,[08:37:36.2195479],18493,672032,826529
530,[08:37:36.5700264],21016,708233,807430
531,[08:37:36.9205048],34357,695736,797353
532,[08:37:37.2709887],8740,687598,803663
533,[08:37:37.6214671],21355,702253,848438
534,[08:37:37.9719456],21645,676093,799175
535,[08:37:38.3224296],21071,672798,821616
536,[08:37:38.6729080],15419,674798,811935
537,[08:37:39.0233920],12373,652963,836211
538,[08:37:39.3738705],7066,638999,798932
539,[08:37:39.7243489],20643,686408,848237
540,[08:37:40.0748329],20066,640265,808754
541,[08:37:40.4253114],18864,668924,800144
542,[08:37:40.7757898],19439,659673,816455
543,[08:37:41.1262738],22433,661825,797232
544,[08:37:41.4767522],13576,687795,823391
545,[08:37:41.8272307],17736,682214,768645
546,[08:37:42.1777147],21455,662044,827005
547,[08:37:42.5281931],14846,690916,808722
548,[08:37:42.8786716],14538,690256,811478
549,[08:37:43.2291555],8253,668048,810748
550,[08:37:43.5796339],14017,672052,799500
551,[08:37:43.9301124],18254,646812,800246
552,[08:37:44.2805963],14896,739491,818354
553,[08:37:44.6310748],21962,668728,791834
554,[08:37:44.9815533],26222,703066,796730
555,[08:37:45.3320372],13981,627841,797071
556,[08:37:45.6825157],13971,656278,849280
557,[08:37:46.0329997],7676,670672,792492
558,[08:37:46.3834781],23613,681652,832829
559,[08:37:46.7339566],20914,600519,847231
560,[08:37:47.0844404],17124,636904,777183
561,[08:37:47.4349189],15938,664302,859392
562,[08:37:47.7853974],14454,706997,891237
563,[08:37:48.1358813],17892,676467,799589
564,[08:37:48.4863598],22772,646048,869745
565,[08:37:48.8368383],20888,690400,825859
566,[08:37:49.1873222],2778,679915,768441
567,[08:37:49.5378007],6819,636315,828925
568,[08:37:49.8882792],20868,647156,765903
569,[08:37:50.2387631],12288,634692,820646
570,[08:37:50.5892416],18687,736141,824850
571,[08:37:50.9397201],18015,640135,795500
572,[08:37:51.2902040],23171,599542,861021
573,[08:37:51.6406825],22802,683370,817186
574,[08:37:51.9911610],12659,721952,850189
575,[08:37:52.3416448],12007,662528,887571
576,[08:37:52.6921233],11442,610911,768712
577,[08:37:53.0426073],23110,670526,790451
578,[08:37:53.3930857],6236,616141,893435
579,[08:37:53.7435642],22136,713634,806588
580,[08:37:54.0940481],20601,723455,802952
581,[08:37:54.4445266],15102,622524,854006
582,[08:37:54.7950051],20190,688043,726199
583,[08:37:55.1454889],12036,672840,787261
