Predicted duration,2.1,,,
Predicted error,0.5,,,
Predicted start,05:52:11,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
443,[05:52:21.6515553],31914,130191,225921
444,[05:52:21.8021677],34512,138812,209130
445,[05:52:21.9519824],28075,136353,202835
446,[05:52:22.1010656],29171,127433,204895
447,[05:52:22.2531748],31046,137467,213223
448,[05:52:22.4024163],31063,132201,217516
449,[05:52:22.5528971],30572,142641,205996
450,[05:52:22.7019100],28696,137156,207262
451,[05:52:22.8519826],29172,148093,209469
452,[05:52:23.0037811],29042,132882,204842
453,[05:52:23.1518047],34741,139260,210099
454,[05:52:23.3021901],29991,149926,225818
455,[05:52:23.4535961],33475,159329,212541
456,[05:52:23.6029115],34386,151920,224516
457,[05:52:23.7517979],32402,158049,222774
458,[05:52:23.9039901],33699,143862,228294
459,[05:52:24.0540696],33309,148958,235719
460,[05:52:24.2042600],31506,151796,234157
461,[05:52:24.3533160],33320,154574,237007
462,[05:52:24.5028673],33075,145723,230350
463,[05:52:24.6552810],35954,150842,218198
464,[05:52:24.8023499],28038,142667,236499
465,[05:52:24.9532880],28577,127810,215372
466,[05:52:25.1042908],29625,129455,214416
467,[05:52:25.2542620],30424,134980,228777
468,[05:52:25.4029744],31755,144370,213415
469,[05:52:25.5546233],31542,146933,207889
470,[05:52:25.7029104],33603,141221,212725
471,[05:52:25.8550305],34147,151039,233739
472,[05:52:26.0056144],37444,146018,237672
473,[05:52:26.1536348],30841,147531,215430
474,[05:52:26.3045620],37382,138297,236281
475,[05:52:26.4534172],40536,152635,243708
476,[05:52:26.6059427],30968,148578,227439
477,[05:52:26.7548632],36033,164431,237452
478,[05:52:26.9037754],36057,164939,237584
479,[05:52:27.0549577],39442,166669,252533
480,[05:52:27.2047547],40563,162095,245582
481,[05:52:27.3550856],41116,157624,249437
482,[05:52:27.5035279],44218,173166,238822
483,[05:52:27.6551461],38321,176074,250112
484,[05:52:27.8057042],40446,169192,244848
485,[05:52:27.9555098],45801,163500,252128
486,[05:52:28.1039008],40988,175965,257307
487,[05:52:28.2546094],39878,164686,248940
488,[05:52:28.4045141],40353,163683,251290
489,[05:52:28.5556940],41230,170883,245896
490,[05:52:28.7049479],38254,147125,245644
491,[05:52:28.8558587],35095,171224,242752
492,[05:52:29.0066793],37675,175896,248957
493,[05:52:29.1553619],41266,169057,251002
494,[05:52:29.3061677],40998,164756,277482
495,[05:52:29.4548966],42548,166030,264108
496,[05:52:29.6046346],37082,162870,255665
497,[05:52:29.7547933],39443,176281,254511
498,[05:52:29.9049071],39356,187009,259092
499,[05:52:30.0563955],39836,174610,264037
500,[05:52:30.2050284],43561,166386,262898
501,[05:52:30.3565821],38722,163746,248212
502,[05:52:30.5061095],37509,156962,245174
503,[05:52:30.6561379],38256,157958,251246
504,[05:52:30.8050836],41525,168199,246784
505,[05:52:30.9570202],40870,163421,263748
506,[05:52:31.1080004],38918,161575,243869
507,[05:52:31.2571453],41604,170305,257662
508,[05:52:31.4054961],34231,166567,263839
509,[05:52:31.5562839],38841,171648,253189
510,[05:52:31.7063111],36937,173270,258527
511,[05:52:31.8588867],40969,173870,243910
512,[05:52:32.0057350],37908,162099,246460
513,[05:52:32.1557926],37754,160631,244637
514,[05:52:32.3097432],33386,154932,258082
515,[05:52:32.4578355],38546,166709,260954
516,[05:52:32.6070525],39348,166562,254012
517,[05:52:32.7578722],41791,165118,241027
518,[05:52:32.9078129],36742,168613,260017
519,[05:52:33.0579750],37249,178085,267902
520,[05:52:33.2069707],38062,178363,253544
521,[05:52:33.3587428],35924,173167,260348
522,[05:52:33.5069169],41502,163356,252165
523,[05:52:33.6572796],37197,172375,249389
524,[05:52:33.8084612],37061,156138,242421
525,[05:52:33.9574318],39865,161486,258418
526,[05:52:34.1086271],34512,156931,269022
527,[05:52:34.2568169],35970,161147,239698
528,[05:52:34.4083909],38143,164540,221078
529,[05:52:34.5586345],40207,169823,239715
530,[05:52:34.7091313],39511,171703,251618
531,[05:52:34.8593835],43646,167435,250551
532,[05:52:35.0074841],41249,179630,240455
533,[05:52:35.1594000],42484,177560,263889
534,[05:52:35.3077068],40621,163210,257036
535,[05:52:35.4591115],36802,174758,252006
536,[05:52:35.6075112],40430,176421,259202
537,[05:52:35.7584425],42359,175212,271525
538,[05:52:35.9107440],39656,156682,277047
539,[05:52:36.0577588],41651,159256,258577
540,[05:52:36.2095058],45933,179335,276276
541,[05:52:36.3579940],45533,174687,274218
542,[05:52:36.5086133],46759,176954,273074
543,[05:52:36.6596551],44079,174031,265763
544,[05:52:36.8088608],42358,171369,258776
545,[05:52:36.9602512],43435,186907,269131
546,[05:52:37.1087412],41506,175046,276180
547,[05:52:37.2583513],41851,168791,279459
548,[05:52:37.4101301],41937,187324,276494
549,[05:52:37.5606593],45030,193068,248703
550,[05:52:37.7087043],43632,180273,270240
551,[05:52:37.8596013],44840,173388,283671
552,[05:52:38.0110800],44509,173658,272920
553,[05:52:38.1616867],41774,182720,264543
