Predicted duration,5.0,,,
Predicted error,3.8,,,
Predicted start,04:57:35,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
586,[04:57:13.6709715],5358,319814,94723
587,[04:57:13.8210659],14177,326205,115159
588,[04:57:13.9711603],6131,282562,131442
589,[04:57:14.1212546],9453,299098,115788
590,[04:57:14.2713491],5403,264160,105064
591,[04:57:14.4214435],10299,369848,81759
592,[04:57:14.5715379],10392,281097,117593
593,[04:57:14.7216323],11556,310022,94535
594,[04:57:14.8717267],13347,343875,125338
595,[04:57:15.0218210],10807,253661,119201
596,[04:57:15.1719154],7064,348886,112447
597,[04:57:15.3220098],6814,293163,104158
598,[04:57:15.4721042],5206,305166,103983
599,[04:57:15.6221987],6650,340870,107344
600,[04:57:15.7722931],5782,270638,94285
601,[04:57:15.9223875],11401,284300,128858
602,[04:57:16.0724818],7800,344487,112019
603,[04:57:16.2225762],8792,364534,80773
604,[04:57:16.3726706],6990,249676,138183
605,[04:57:16.5227650],9186,294451,145917
606,[04:57:16.6728594],9757,292546,118854
607,[04:57:16.8229538],9293,206531,129998
608,[04:57:16.9730483],8618,315698,169871
609,[04:57:17.1231426],7418,254019,110865
610,[04:57:17.2732370],6957,349876,111379
611,[04:57:17.4233314],7383,319732,108042
612,[04:57:17.5734258],7262,341921,112281
613,[04:57:17.7235202],8024,264323,123173
