Predicted duration,0.9,,,
Predicted error,0.5,,,
Predicted start,03:47:06,,,
Notes,none,,,
FrameNum,timeInfo,signal-target,signal-track1,signal-track2
314,[03:47:14.5533985],11798,68436,28407
315,[03:47:14.7045394],11147,69099,28537
316,[03:47:14.8537237],10477,70426,27739
317,[03:47:15.0037104],12687,69271,30338
318,[03:47:15.1538702],12889,70390,28255
319,[03:47:15.3040903],11659,72424,26600
320,[03:47:15.4543675],9787,65294,26838
321,[03:47:15.6040762],11010,68982,28178
322,[03:47:15.7540405],12333,69343,25849
323,[03:47:15.9041521],11531,68797,28351
324,[03:47:16.0543421],10660,70323,28638
325,[03:47:16.2043353],11730,70406,28357
326,[03:47:16.3545180],11693,68175,28189
327,[03:47:16.5044659],12680,65652,27079
328,[03:47:16.6545375],11226,66252,26640
329,[03:47:16.8046622],11986,67669,30524
330,[03:47:16.9551647],9669,66186,27128
331,[03:47:17.1049295],12860,66835,28605
332,[03:47:17.2548618],9525,72609,28014
333,[03:47:17.4053392],12384,68832,28483
334,[03:47:17.5552086],11632,69283,28058
335,[03:47:17.7053648],11599,69692,29390
336,[03:47:17.8555347],11661,69326,27885
337,[03:47:18.0053716],10507,68507,28230
338,[03:47:18.1554475],10323,69356,28376
339,[03:47:18.3053819],10913,72516,28415
340,[03:47:18.4555642],11454,68430,26041
341,[03:47:18.6058590],10655,75079,27733
342,[03:47:18.7560463],10782,66728,28591
343,[03:47:18.9056594],10402,70343,28658
344,[03:47:19.0558106],10504,69608,27821
345,[03:47:19.2060536],10390,71380,28145
346,[03:47:19.3559206],11727,69127,26911
347,[03:47:19.5060465],12312,69754,27229
348,[03:47:19.6562581],12348,67527,28740
349,[03:47:19.8062025],13482,67666,29229
350,[03:47:19.9564301],10104,68573,30045
351,[03:47:20.1064490],12026,69399,29665
352,[03:47:20.2564723],11992,72079,28701
353,[03:47:20.4065994],11720,72098,26867
354,[03:47:20.5567874],11549,68962,29135
355,[03:47:20.7066875],12357,68618,27832
356,[03:47:20.8568760],11598,68817,26529
357,[03:47:21.0069514],10852,72424,26861
358,[03:47:21.1570020],11166,67734,29656
359,[03:47:21.3070618],13483,72213,28769
360,[03:47:21.4571677],13338,71764,26164
361,[03:47:21.6071646],11363,68375,28431
362,[03:47:21.7573413],11074,68407,27511
363,[03:47:21.9073563],12126,68100,28881
364,[03:47:22.0574428],10278,70907,27855
365,[03:47:22.2076649],12090,72685,26520
366,[03:47:22.3578223],10578,71366,27608
367,[03:47:22.5076892],11622,69913,27430
368,[03:47:22.6577250],9885,72628,27055
369,[03:47:22.8079089],11802,68282,28027
370,[03:47:22.9578578],11728,71108,28144
371,[03:47:23.1080073],11517,71219,28295
372,[03:47:23.2583322],10674,69244,28074
373,[03:47:23.4085949],10476,71807,28395
374,[03:47:23.5582814],11689,71447,27329
375,[03:47:23.7084352],12764,71485,28383
376,[03:47:23.8587198],11393,68243,27225
377,[03:47:24.0084893],11996,70273,28125
378,[03:47:24.1586294],11648,70433,26682
379,[03:47:24.3086255],12415,71167,27401
380,[03:47:24.4588809],10908,68086,27782
381,[03:47:24.6089037],11150,69612,29037
382,[03:47:24.7588280],10020,69301,28172
383,[03:47:24.9089695],11054,67616,28844
384,[03:47:25.0590699],12214,68499,27940
385,[03:47:25.2091373],12492,71882,26456
386,[03:47:25.3595589],10472,67996,28387
387,[03:47:25.5092307],12012,70786,26641
388,[03:47:25.6592776],11336,70194,28334
389,[03:47:25.8094605],12457,70340,28036
390,[03:47:25.9596056],11955,70225,29384
391,[03:47:26.1097986],12238,69101,26766
392,[03:47:26.2601868],11448,75643,28171
393,[03:47:26.4096793],10462,71420,28529
394,[03:47:26.5597538],9990,68424,28750
395,[03:47:26.7098396],11495,67564,27429
396,[03:47:26.8600469],11208,73159,29504
397,[03:47:27.0101592],11745,69134,26105
398,[03:47:27.1601089],11566,68940,28643
399,[03:47:27.3102567],12360,68990,26362
